Lettre E  - NIVEAU 1  - 3 séries (1 série de 28 mots et 2 séries de 29 mots) - 86 mots

série 1
avec
deux
terre
école
cheminée
tête
feu
revenir
vendredi
facteur
femme
fermier
jeudi
soleil
chemin
cheval
devoir
église
enfant
étude
fête
louer
même
poupée
retenir
année
aviateur
chaleur

série 2
chanteur
coeur
devenir
douleur
écriture
lecture
mère
premier
proverbe
relire
remise
retour
tuer
chasseur
chemise
chercher
chevelure
élève
entre
étable
fleuve
fortement
journée
matière
mineur
neige
oeuf
pénible
personne

série 3
peur
regarder
reste
survenir
toucher
visiteur
voleur
agréable
ardeur
belge
cahier
chien
couleur
dictée
directeur
ferme
jouer
matinée
meuble
parent
père
perle
plumier
reine
remarque
reproche
revoir
revue
vapeur
